No. of actors: 2
Average kernel executation time: 49.9633μs   NOTE: First kernel time has been disregarded
Total execution time: 7449795μs


Actor ID | Time to Reach Destination (ms)
-----------------------------------------
       0 |                          5313
       1 |                          6992


Timestep | Average Force (N)
----------------------------
      5602 |                     41
      5603 |                     42
      5604 |                     44
      5605 |                     41
      5606 |                     40
      5607 |                     56
      5608 |                     44
      5609 |                     47
      5610 |                     41
      5611 |                     43
      5612 |                     43
      5613 |                     83
      5614 |                     46
      5615 |                     44
      5616 |                     41
      5617 |                     42
      5618 |                     44
      5619 |                     42
      5620 |                     69
      5621 |                     44
      5622 |                     50
      5623 |                     87
      5624 |                     84
      5625 |                     86
      5626 |                     76
      5627 |                     79
      5628 |                     81
      5629 |                     79
      5630 |                     80
      5631 |                     82
      5632 |                     91
      5633 |                     84
      5634 |                     81
      5635 |                     82
      5636 |                     80
      5637 |                     83
      5638 |                     83
      5639 |                     84
      5640 |                    135
      5641 |                     93
      5642 |                     64
      5643 |                     53
      5644 |                     44
      5645 |                     45
      5646 |                     43
      5647 |                     46
      5648 |                     44
      5649 |                     43
      5650 |                     42
      5651 |                     46
      5652 |                     45
      5653 |                     50
      5654 |                     44
      5655 |                     57
      5656 |                     45
      5657 |                     44
      5658 |                     43
      5659 |                     44
      5660 |                     67
      5661 |                     45
      5662 |                     43
      5663 |                     42
      5664 |                     42
      5665 |                     55
      5666 |                     45
      5667 |                     43
      5668 |                     46
      5669 |                     42
      5670 |                     45
      5671 |                     43
      5672 |                     42
      5673 |                     43
      5674 |                     42
      5675 |                     45
      5676 |                     43
      5677 |                     43
      5678 |                     43
      5679 |                     43
      5680 |                     67
      5681 |                     45
      5682 |                     43
      5683 |                     44
      5684 |                     44
      5685 |                     42
      5686 |                     44
      5687 |                     46
      5688 |                     45
      5689 |                     42
      5690 |                     48
      5691 |                     42
      5692 |                     43
      5693 |                     42
      5694 |                     41
      5695 |                     44
      5696 |                     47
      5697 |                     41
      5698 |                     43
      5699 |                     58
      5700 |                     63
      5701 |                     44
      5702 |                     44
      5703 |                     41
      5704 |                     45
      5705 |                     44
      5706 |                     44
      5707 |                     45
      5708 |                     63
      5709 |                     51
      5710 |                     55
      5711 |                     44
      5712 |                     46
      5713 |                     59
      5714 |                     45
      5715 |                     46
      5716 |                     45
      5717 |                     47
      5718 |                     45
      5719 |                     44
      5720 |                     68
      5721 |                     44
      5722 |                     46
      5723 |                     44
      5724 |                     44
      5725 |                     41
      5726 |                     43
      5727 |                     45
      5728 |                     44
      5729 |                     42
      5730 |                     48
      5731 |                     44
      5732 |                     45
      5733 |                     43
      5734 |                     43
      5735 |                     43
      5736 |                     43
      5737 |                     48
      5738 |                     43
      5739 |                     43
      5740 |                     73
      5741 |                     44
      5742 |                     45
      5743 |                     43
      5744 |                     43
      5745 |                     42
      5746 |                     42
      5747 |                     44
      5748 |                     43
      5749 |                     42
      5750 |                     42
      5751 |                     44
      5752 |                     49
      5753 |                     45
      5754 |                     46
      5755 |                     46
      5756 |                     45
      5757 |                     44
      5758 |                     43
      5759 |                     42
      5760 |                     71
      5761 |                     43
      5762 |                     44
      5763 |                     44
      5764 |                     45
      5765 |                     65
      5766 |                     45
      5767 |                     46
      5768 |                     47
      5769 |                     43
      5770 |                     44
      5771 |                     44
      5772 |                     42
      5773 |                     51
      5774 |                     43
      5775 |                     49
      5776 |                     44
      5777 |                     43
      5778 |                     43
      5779 |                     42
      5780 |                     79
      5781 |                     43
      5782 |                     45
      5783 |                     42
      5784 |                     42
      5785 |                     43
      5786 |                     42
      5787 |                     42
      5788 |                     43
      5789 |                     42
      5790 |                     42
      5791 |                     45
      5792 |                     42
      5793 |                     42
      5794 |                     43
      5795 |                     55
      5796 |                     43
      5797 |                     44
      5798 |                     46
      5799 |                     43
      5800 |                     83
      5801 |                     45
      5802 |                     45
      5803 |                     42
      5804 |                     45
      5805 |                     45
      5806 |                     45
      5807 |                     43
      5808 |                     45
      5809 |                     59
      5810 |                     45
      5811 |                     45
      5812 |                     48
      5813 |                     45
      5814 |                     44
      5815 |                     44
      5816 |                     41
      5817 |                     43
      5818 |                     51
      5819 |                     48
      5820 |                     83
      5821 |                     64
      5822 |                     45
      5823 |                     42
      5824 |                     56
      5825 |                     47
      5826 |                     45
      5827 |                     42
      5828 |                     44
      5829 |                     45
      5830 |                     44
      5831 |                     43
      5832 |                     46
      5833 |                     72
      5834 |                     49
      5835 |                     46
      5836 |                     45
      5837 |                     46
      5838 |                     50
      5839 |                     55
      5840 |                     80
      5841 |                     48
      5842 |                     52
      5843 |                     45
      5844 |                     48
      5845 |                     46
      5846 |                     46
      5847 |                     46
      5848 |                     45
      5849 |                     43
      5850 |                     41
      5851 |                     46
      5852 |                     53
      5853 |                     45
      5854 |                     41
      5855 |                     43
      5856 |                     44
      5857 |                     47
      5858 |                     52
      5859 |                     47
      5860 |                     82
      5861 |                     55
      5862 |                     46
      5863 |                     49
      5864 |                     49
      5865 |                     44
      5866 |                     43
      5867 |                     45
      5868 |                     47
      5869 |                     46
      5870 |                     46
      5871 |                     45
      5872 |                     42
      5873 |                     45
      5874 |                     44
      5875 |                     45
      5876 |                     42
      5877 |                     44
      5878 |                     44
      5879 |                     44
      5880 |                     62
      5881 |                     44
      5882 |                     55
      5883 |                     48
      5884 |                     53
      5885 |                     46
      5886 |                     45
      5887 |                     48
      5888 |                     46
      5889 |                     44
      5890 |                     45
      5891 |                     47
      5892 |                     46
      5893 |                     47
      5894 |                     48
      5895 |                     47
      5896 |                     45
      5897 |                     45
      5898 |                     44
      5899 |                     44
      5900 |                     62
      5901 |                     52
      5902 |                     46
      5903 |                     48
      5904 |                     45
      5905 |                     50
      5906 |                     43
      5907 |                     44
      5908 |                     42
      5909 |                     42
      5910 |                     59
      5911 |                     44
      5912 |                     45
      5913 |                     45
      5914 |                     43
      5915 |                     43
      5916 |                     43
      5917 |                     47
      5918 |                     45
      5919 |                     47
      5920 |                     66
      5921 |                     52
      5922 |                     55
      5923 |                     46
      5924 |                     52
      5925 |                     43
      5926 |                     53
      5927 |                     55
      5928 |                     43
      5929 |                     45
      5930 |                     46
      5931 |                     46
      5932 |                     43
      5933 |                     44
      5934 |                     48
      5935 |                     43
      5936 |                     47
      5937 |                     46
      5938 |                     43
      5939 |                     46
      5940 |                     73
      5941 |                     45
      5942 |                     44
      5943 |                     43
      5944 |                     44
      5945 |                     45
      5946 |                     59
      5947 |                     47
      5948 |                     80
      5949 |                     53
      5950 |                     48
      5951 |                     42
      5952 |                     45
      5953 |                     44
      5954 |                     41
      5955 |                     46
      5956 |                     40
      5957 |                     44
      5958 |                     45
      5959 |                     43
      5960 |                     77
      5961 |                     45
      5962 |                     47
      5963 |                     45
      5964 |                     45
      5965 |                     46
      5966 |                     45
      5967 |                     44
      5968 |                     47
      5969 |                     45
      5970 |                     52
      5971 |                     45
      5972 |                     44
      5973 |                     51
      5974 |                     46
      5975 |                     45
      5976 |                     43
      5977 |                     43
      5978 |                     45
      5979 |                     44
      5980 |                     72
      5981 |                     43
      5982 |                     43
      5983 |                     43
      5984 |                     43
      5985 |                     42
      5986 |                     42
      5987 |                     50
      5988 |                     43
      5989 |                     43
      5990 |                     43
      5991 |                     42
      5992 |                     74
      5993 |                     46
      5994 |                     46
      5995 |                     43
      5996 |                     43
      5997 |                     45
      5998 |                     43
      5999 |                     44
      6000 |                     73
      6001 |                     45
      6002 |                     42
      6003 |                     43
      6004 |                     43
      6005 |                     43
      6006 |                     41
      6007 |                     44
      6008 |                     44
      6009 |                     43
      6010 |                     43
      6011 |                     58
      6012 |                     46
      6013 |                     55
      6014 |                     47
      6015 |                     46
      6016 |                     44
      6017 |                     43
      6018 |                     43
      6019 |                     43
      6020 |                     73
      6021 |                     45
      6022 |                     43
      6023 |                     43
      6024 |                     41
      6025 |                     43
      6026 |                     43
      6027 |                     43
      6028 |                     43
      6029 |                     43
      6030 |                     42
      6031 |                     44
      6032 |                     44
      6033 |                     42
      6034 |                     43
      6035 |                     48
      6036 |                     56
      6037 |                     46
      6038 |                     43
      6039 |                     44
      6040 |                     75
      6041 |                     44
      6042 |                     43
      6043 |                     54
      6044 |                     43
      6045 |                     43
      6046 |                     43
      6047 |                     42
      6048 |                     43
      6049 |                     41
      6050 |                     44
      6051 |                     42
      6052 |                     48
      6053 |                     43
      6054 |                     40
      6055 |                     47
      6056 |                     45
      6057 |                     61
      6058 |                     47
      6059 |                     47
      6060 |                     73
      6061 |                     46
      6062 |                     46
      6063 |                     46
      6064 |                     45
      6065 |                     43
      6066 |                     43
      6067 |                     43
      6068 |                     44
      6069 |                     42
      6070 |                     44
      6071 |                     48
      6072 |                     43
      6073 |                     43
      6074 |                     43
      6075 |                     43
      6076 |                     42
      6077 |                     43
      6078 |                     42
      6079 |                     58
      6080 |                     76
      6081 |                     44
      6082 |                     43
      6083 |                     43
      6084 |                     44
      6085 |                     43
      6086 |                     42
      6087 |                     42
      6088 |                     42
      6089 |                     41
      6090 |                     42
      6091 |                     41
      6092 |                     43
      6093 |                     46
      6094 |                     44
      6095 |                     42
      6096 |                     43
      6097 |                     44
      6098 |                     43
      6099 |                     42
      6100 |                     65
      6101 |                     51
      6102 |                     49
      6103 |                     45
      6104 |                     43
      6105 |                     43
      6106 |                     43
      6107 |                     43
      6108 |                     45
      6109 |                     44
      6110 |                     43
      6111 |                     41
      6112 |                     57
      6113 |                     46
      6114 |                     45
      6115 |                     45
      6116 |                     43
      6117 |                     43
      6118 |                     44
      6119 |                     44
      6120 |                     58
      6121 |                     43
      6122 |                     43
      6123 |                     53
      6124 |                     43
      6125 |                     44
      6126 |                     41
      6127 |                     43
      6128 |                     42
      6129 |                     43
      6130 |                     44
      6131 |                     46
      6132 |                     47
      6133 |                     45
      6134 |                     46
      6135 |                     46
      6136 |                     45
      6137 |                     44
      6138 |                     44
      6139 |                     44
      6140 |                     62
      6141 |                     46
      6142 |                     55
      6143 |                     62
      6144 |                     58
      6145 |                     64
      6146 |                     65
      6147 |                     58
      6148 |                     75
      6149 |                     45
      6150 |                     48
      6151 |                     44
      6152 |                     48
      6153 |                     46
      6154 |                     44
      6155 |                     44
      6156 |                     42
      6157 |                     44
      6158 |                     44
      6159 |                     44
      6160 |                     74
      6161 |                     43
      6162 |                     45
      6163 |                     45
      6164 |                     41
      6165 |                     44
      6166 |                     48
      6167 |                     45
      6168 |                     45
      6169 |                     42
      6170 |                     44
      6171 |                     42
      6172 |                     42
      6173 |                     42
      6174 |                     42
      6175 |                     41
      6176 |                     42
      6177 |                     42
      6178 |                     42
      6179 |                     41
      6180 |                     73
      6181 |                     41
      6182 |                     57
      6183 |                     43
      6184 |                     43
      6185 |                     41
      6186 |                     42
      6187 |                     42
      6188 |                     42
      6189 |                     52
      6190 |                     78
      6191 |                     70
      6192 |                     54
      6193 |                     47
      6194 |                     44
      6195 |                     43
      6196 |                     43
      6197 |                     54
      6198 |                     45
      6199 |                     42
      6200 |                     67
      6201 |                     45
      6202 |                     42
      6203 |                     46
      6204 |                     43
      6205 |                     41
      6206 |                     40
      6207 |                     46
      6208 |                     45
      6209 |                     41
      6210 |                     43
      6211 |                     45
      6212 |                     42
      6213 |                     81
      6214 |                     46
      6215 |                     48
      6216 |                     52
      6217 |                     52
      6218 |                     47
      6219 |                     41
      6220 |                     86
      6221 |                     50
      6222 |                     52
      6223 |                     42
      6224 |                     45
      6225 |                     47
      6226 |                     47
      6227 |                     48
      6228 |                     46
      6229 |                     41
      6230 |                     47
      6231 |                     49
      6232 |                     48
      6233 |                     45
      6234 |                     51
      6235 |                     52
      6236 |                     47
      6237 |                     48
      6238 |                     47
      6239 |                     42
      6240 |                     77
      6241 |                     44
      6242 |                     47
      6243 |                     47
      6244 |                     48
      6245 |                     43
      6246 |                     46
      6247 |                     46
      6248 |                     52
      6249 |                     46
      6250 |                     42
      6251 |                     44
      6252 |                     42
      6253 |                     64
      6254 |                     41
      6255 |                     46
      6256 |                     42
      6257 |                     42
      6258 |                     48
      6259 |                     49
      6260 |                     80
      6261 |                     46
      6262 |                     43
      6263 |                     46
      6264 |                     47
      6265 |                     46
      6266 |                     63
      6267 |                     42
      6268 |                     41
      6269 |                     47
      6270 |                     47
      6271 |                     46
      6272 |                     47
      6273 |                     47
      6274 |                     44
      6275 |                     49
      6276 |                     46
      6277 |                     46
      6278 |                     44
      6279 |                     46
      6280 |                     72
      6281 |                     54
      6282 |                     46
      6283 |                     43
      6284 |                     47
      6285 |                     44
      6286 |                     47
      6287 |                     41
      6288 |                     46
      6289 |                     47
      6290 |                     46
      6291 |                     45
      6292 |                     46
      6293 |                     42
      6294 |                     45
      6295 |                     44
      6296 |                     42
      6297 |                     43
      6298 |                     47
      6299 |                     46
      6300 |                     89
      6301 |                     48
      6302 |                     42
      6303 |                     47
      6304 |                     43
      6305 |                     47
      6306 |                     46
      6307 |                     46
      6308 |                     41
      6309 |                     46
      6310 |                     47
      6311 |                     43
      6312 |                     48
      6313 |                     45
      6314 |                     58
      6315 |                     50
      6316 |                     47
      6317 |                     45
      6318 |                     45
      6319 |                     44
      6320 |                     55
      6321 |                     53
      6322 |                     46
      6323 |                     46
      6324 |                     41
      6325 |                     48
      6326 |                     53
      6327 |                     43
      6328 |                     50
      6329 |                     66
      6330 |                     46
      6331 |                     50
      6332 |                     47
      6333 |                     45
      6334 |                     41
      6335 |                     46
      6336 |                     46
      6337 |                     41
      6338 |                     48
      6339 |                     46
      6340 |                     56
      6341 |                     47
      6342 |                     43
      6343 |                     44
      6344 |                     43
      6345 |                     44
      6346 |                     49
      6347 |                     44
      6348 |                     44
      6349 |                     49
      6350 |                     48
      6351 |                     47
      6352 |                     47
      6353 |                     47
      6354 |                     46
      6355 |                     50
      6356 |                     42
      6357 |                     45
      6358 |                     42
      6359 |                     42
      6360 |                     62
      6361 |                     47
      6362 |                     46
      6363 |                     47
      6364 |                     69
      6365 |                     48
      6366 |                     48
      6367 |                     42
      6368 |                     41
      6369 |                     45
      6370 |                     46
      6371 |                     56
      6372 |                     45
      6373 |                     46
      6374 |                     45
      6375 |                     46
      6376 |                     43
      6377 |                     51
      6378 |                     44
      6379 |                     47
      6380 |                     65
      6381 |                     48
      6382 |                     46
      6383 |                     43
      6384 |                     48
      6385 |                     47
      6386 |                     46
      6387 |                     44
      6388 |                     45
      6389 |                     41
      6390 |                     46
      6391 |                     47
      6392 |                     45
      6393 |                     49
      6394 |                     49
      6395 |                     45
      6396 |                     47
      6397 |                     44
      6398 |                     46
      6399 |                     45
      6400 |                     76
      6401 |                     47
      6402 |                     45
      6403 |                     47
      6404 |                     47
      6405 |                     46
      6406 |                     46
      6407 |                     44
      6408 |                     46
      6409 |                     42
      6410 |                     46
      6411 |                     49
      6412 |                     46
      6413 |                     41
      6414 |                     47
      6415 |                     59
      6416 |                     56
      6417 |                     46
      6418 |                     47
      6419 |                     45
      6420 |                     64
      6421 |                     46
      6422 |                     46
      6423 |                     46
      6424 |                     44
      6425 |                     44
      6426 |                     45
      6427 |                     46
      6428 |                     45
      6429 |                     46
      6430 |                     44
      6431 |                     46
      6432 |                     41
      6433 |                     46
      6434 |                     43
      6435 |                     45
      6436 |                     47
      6437 |                     55
      6438 |                     53
      6439 |                     51
      6440 |                     76
      6441 |                     46
      6442 |                     47
      6443 |                     44
      6444 |                     44
      6445 |                     42
      6446 |                     46
      6447 |                     45
      6448 |                     41
      6449 |                     49
      6450 |                     48
      6451 |                     47
      6452 |                     48
      6453 |                     43
      6454 |                     45
      6455 |                     45
      6456 |                     60
      6457 |                     61
      6458 |                     47
      6459 |                     47
      6460 |                     78
      6461 |                     48
      6462 |                     46
      6463 |                     45
      6464 |                     46
      6465 |                     41
      6466 |                     46
      6467 |                     43
      6468 |                     48
      6469 |                     42
      6470 |                     44
      6471 |                     45
      6472 |                     45
      6473 |                     45
      6474 |                     44
      6475 |                     44
      6476 |                     47
      6477 |                     42
      6478 |                     42
      6479 |                     44
      6480 |                     74
      6481 |                     47
      6482 |                     47
      6483 |                     47
      6484 |                     44
      6485 |                     46
      6486 |                     42
      6487 |                     45
      6488 |                     47
      6489 |                     44
      6490 |                     43
      6491 |                     46
      6492 |                     45
      6493 |                     49
      6494 |                     43
      6495 |                     44
      6496 |                     46
      6497 |                     49
      6498 |                     43
      6499 |                     45
      6500 |                     76
      6501 |                     44
      6502 |                     42
      6503 |                     41
      6504 |                     41
      6505 |                     42
      6506 |                     43
      6507 |                     56
      6508 |                     44
      6509 |                     45
      6510 |                     44
      6511 |                     46
      6512 |                     45
      6513 |                     45
      6514 |                     42
      6515 |                     44
      6516 |                     59
      6517 |                     49
      6518 |                     46
      6519 |                     45
      6520 |                     61
      6521 |                     43
      6522 |                     46
      6523 |                     43
      6524 |                     42
      6525 |                     43
      6526 |                     42
      6527 |                     44
      6528 |                     47
      6529 |                     49
      6530 |                     50
      6531 |                     50
      6532 |                     46
      6533 |                     44
      6534 |                     44
      6535 |                     54
      6536 |                     44
      6537 |                     45
      6538 |                     53
      6539 |                     45
      6540 |                     61
      6541 |                     43
      6542 |                     43
      6543 |                     42
      6544 |                     40
      6545 |                     42
      6546 |                     45
      6547 |                     43
      6548 |                     42
      6549 |                     45
      6550 |                     44
      6551 |                     44
      6552 |                     49
      6553 |                     47
      6554 |                     46
      6555 |                     43
      6556 |                     43
      6557 |                     43
      6558 |                     64
      6559 |                     50
      6560 |                     63
      6561 |                     44
      6562 |                     43
      6563 |                     47
      6564 |                     44
      6565 |                     43
      6566 |                     45
      6567 |                     44
      6568 |                     44
      6569 |                     46
      6570 |                     44
      6571 |                     44
      6572 |                     43
      6573 |                     45
      6574 |                     42
      6575 |                     42
      6576 |                     49
      6577 |                     53
      6578 |                     49
      6579 |                     46
      6580 |                     63
      6581 |                     44
      6582 |                     44
      6583 |                     47
      6584 |                     44
      6585 |                     44
      6586 |                     42
      6587 |                     44
      6588 |                     48
      6589 |                     44
      6590 |                     44
      6591 |                     43
      6592 |                     43
      6593 |                     45
      6594 |                     43
      6595 |                     46
      6596 |                     44
      6597 |                     55
      6598 |                     47
      6599 |                     44
      6600 |                     74
      6601 |                     44
      6602 |                     43
      6603 |                     43
      6604 |                     53
      6605 |                     45
      6606 |                     43
      6607 |                     45
      6608 |                     48
      6609 |                     44
      6610 |                     43
      6611 |                     47
      6612 |                     44
      6613 |                     44
      6614 |                     42
      6615 |                     42
      6616 |                     44
      6617 |                     59
      6618 |                     48
      6619 |                     44
      6620 |                     72
      6621 |                     49
      6622 |                     43
      6623 |                     43
      6624 |                     44
      6625 |                     42
      6626 |                     43
      6627 |                     46
      6628 |                     44
      6629 |                     43
      6630 |                     48
      6631 |                     44
      6632 |                     44
      6633 |                     44
      6634 |                     44
      6635 |                     45
      6636 |                     44
      6637 |                     44
      6638 |                     44
      6639 |                     42
      6640 |                     72
      6641 |                     43
      6642 |                     44
      6643 |                     43
      6644 |                     47
      6645 |                     44
      6646 |                     42
      6647 |                     44
      6648 |                     43
      6649 |                     43
      6650 |                     43
      6651 |                     43
      6652 |                     43
      6653 |                     44
      6654 |                     44
      6655 |                     43
      6656 |                     43
      6657 |                     44
      6658 |                     43
      6659 |                     42
      6660 |                     72
      6661 |                     44
      6662 |                     43
      6663 |                     44
      6664 |                     40
      6665 |                     51
      6666 |                     41
      6667 |                     47
      6668 |                     44
      6669 |                     44
      6670 |                     45
      6671 |                     44
      6672 |                     44
      6673 |                     44
      6674 |                     43
      6675 |                     44
      6676 |                     64
      6677 |                     41
      6678 |                     44
      6679 |                     44
      6680 |                     80
      6681 |                     43
      6682 |                     42
      6683 |                     43
      6684 |                     56
      6685 |                     45
      6686 |                     59
      6687 |                     41
      6688 |                     43
      6689 |                     49
      6690 |                     48
      6691 |                     43
      6692 |                     44
      6693 |                     42
      6694 |                     44
      6695 |                     45
      6696 |                     47
      6697 |                     44
      6698 |                     43
      6699 |                     43
      6700 |                     74
      6701 |                     44
      6702 |                     43
      6703 |                     43
      6704 |                     44
      6705 |                     45
      6706 |                     44
      6707 |                     42
      6708 |                     42
      6709 |                     41
      6710 |                     44
      6711 |                     45
      6712 |                     47
      6713 |                     45
      6714 |                     44
      6715 |                     44
      6716 |                     47
      6717 |                     44
      6718 |                     61
      6719 |                     48
      6720 |                     75
      6721 |                     43
      6722 |                     43
      6723 |                     43
      6724 |                     44
      6725 |                     48
      6726 |                     42
      6727 |                     43
      6728 |                     43
      6729 |                     41
      6730 |                     43
      6731 |                     44
      6732 |                     43
      6733 |                     50
      6734 |                     43
      6735 |                     45
      6736 |                     43
      6737 |                     44
      6738 |                     44
      6739 |                     44
      6740 |                     61
      6741 |                     43
      6742 |                     44
      6743 |                     44
      6744 |                     43
      6745 |                     45
      6746 |                     41
      6747 |                     42
      6748 |                     43
      6749 |                     43
      6750 |                     42
      6751 |                     42
      6752 |                     43
      6753 |                     44
      6754 |                     60
      6755 |                     44
      6756 |                     42
      6757 |                     44
      6758 |                     44
      6759 |                     52
      6760 |                     60
      6761 |                     44
      6762 |                     42
      6763 |                     44
      6764 |                     63
      6765 |                     44
      6766 |                     41
      6767 |                     43
      6768 |                     42
      6769 |                     42
      6770 |                     42
      6771 |                     43
      6772 |                     43
      6773 |                     44
      6774 |                     47
      6775 |                     43
      6776 |                     43
      6777 |                     43
      6778 |                     48
      6779 |                     44
      6780 |                     61
      6781 |                     43
      6782 |                     44
      6783 |                     44
      6784 |                     44
      6785 |                     45
      6786 |                     44
      6787 |                     43
      6788 |                     45
      6789 |                     44
      6790 |                     41
      6791 |                     42
      6792 |                     48
      6793 |                     45
      6794 |                     43
      6795 |                     44
      6796 |                     43
      6797 |                     44
      6798 |                     44
      6799 |                     44
      6800 |                     66
      6801 |                     50
      6802 |                     44
      6803 |                     44
      6804 |                     46
      6805 |                     44
      6806 |                     43
      6807 |                     43
      6808 |                     43
      6809 |                     43
      6810 |                     42
      6811 |                     43
      6812 |                     43
      6813 |                     43
      6814 |                     44
      6815 |                     47
      6816 |                     43
      6817 |                     44
      6818 |                     44
      6819 |                     58
      6820 |                     73
      6821 |                     49
      6822 |                     44
      6823 |                     52
      6824 |                     48
      6825 |                     46
      6826 |                     44
      6827 |                     44
      6828 |                     44
      6829 |                     42
      6830 |                     43
      6831 |                     43
      6832 |                     45
      6833 |                     46
      6834 |                     44
      6835 |                     44
      6836 |                     45
      6837 |                     46
      6838 |                     48
      6839 |                     44
      6840 |                     73
      6841 |                     44
      6842 |                     43
      6843 |                     45
      6844 |                     44
      6845 |                     49
      6846 |                     47
      6847 |                     44
      6848 |                     43
      6849 |                     41
      6850 |                     44
      6851 |                     43
